,content
2617,　　本届“中国杯”，里皮集结了一支年轻的队伍。在武磊、颜骏凌退出后，大名单中仅剩蔡慧康、毛剑卿等6人拥有国际A级比赛经历。经验最丰富的蔡慧康戴上了队长袖标，队中也只有他和曹赟定参加了上一期的国家队集训。
2618,　　由于李建滨受伤，在实际22人的名单中，上海绿地申花、延边富德和杭州绿城各有3人入选。作为此前国脚输出大户的恒大和苏宁此次将无一人参赛，这也在情理之中。因为足协杯的关系，两支球队直到11月底才结束了2016赛季的全部比赛，球员也需要时间进行休整。
2619,　　虽然缺少了多名主力国脚，但国足这份大名单仍有亮点。除在与卡塔尔的12强赛中表现优异的曹赟定外，被外界寄予厚望的高准翼、胡人天等球员也出现在了名单中，他们的表现值得关注。
2620,"　　,年轻球员借“中国杯”上位？"
2621,　　虽然“中国杯”被国际足联批准为国际足联A级赛事，参赛球队可获得国际足联正式积分，但包括国足在内，参赛的四支球队均未派出主力阵容，而是以年轻球员为主。
2622,　　桑切斯、莫德里奇、拉基蒂奇等球星不会出现在“中国杯”上，这其实在预料之中。由于1月正值欧洲联赛进行期间，“中国杯”的时间又非国际足联比赛日，因此各俱乐部有权依规拒绝放行队中球员。
2623,　　以中国队的首个对手冰岛为例，球队在去年的欧洲杯上表现优异，实力毋庸置疑，但此番只有3名主力来到了中国。也正由于缺乏明星球员，“中国杯”被视为参赛各国家队“二队”间的竞争，比赛的精彩程度和重要性均受到质疑。然而在国足主帅“银狐”里皮眼中，“中国杯”有其特殊意义。
2624,　　“本次赛事征召的球员对我来说非常重要。”里皮日前就曾表示，“中国杯给了我一个很好的机会和契机，去挖掘更多球员的潜力，希望球员能努力表现，通过这次比赛让我看到他们的能力。”他希望通过本次赛事集训，了解国足的后备力量，并着眼于寻找“良驹”。
2625,　　8日的赛前新闻发布会上，里皮再一次强调，希望利用“中国杯”的比赛，为国家队的12强赛寻找可用的新生力量。“银狐”还透露，已经有几个年轻球员引起了他的兴趣，他们甚至有可能出现在国足下阶段的集训名单中。
2626,　　在去年11月15日与卡塔尔一役后，按照赛历，国足直到今年3月23日才会重启12强赛征程，对手是韩国队。在那之前，“中国杯”是国家队这四个多月中仅有的正式比赛，里皮显然已经将其视为备战12强赛的重要一环。因此对于入选大名单的年轻球员而言， “中国杯”是他们在主帅面前展示自己的绝佳舞台。
2627,　　再来看远道而来的三个对手。最新一期的国际足联排名中，智利队高居第四，克罗地亚和冰岛分别排在14、21，均是名副其实的强队。即便派出“二队”甚至“三队”，中国队也难保证战而胜之。因此对于年轻的国脚们而言，这仍是一次难得的学习机会，也当珍惜身披国家队战袍的经历。
2628,　　不过令人担忧的是，由于国内联赛处于休赛期，球员们已经长时间没有踢过正式比赛，竞技状态难以保证，这使得“中国杯”的锻炼意义多少又打了折扣。好在新任队长蔡慧康表示，通过几天调整，球队状态有所恢复。主帅里皮也希望年轻球员能放下包袱，发挥出水平。“中国杯”的举办凝聚了各方心力，但只有球队真有所得，才能体现出杯赛的价值。
2629,　　今晚20:00 ，国足将在“中国杯”揭幕战中迎战冰岛队。 (完)
2630,"　　,附赛程："
2631,　　10日 20:00 中国VS冰岛
2632,　　11日 19:35 智利VS克罗地亚
2633,　　14日 15:35 季军争夺赛
2634,　　15日 15:35 冠军争夺赛
2635,　　附“中国杯”国足大名单：
2636,　　1-石笑天、2-柏佳骏、3-裴帅、4-范晓冬、5-杨善平、6-高准翼、7-王靖斌、8-蔡慧康、9-毛剑卿、10-胡人天、11-尹鸿博、12-邹德海、13-邓涵文、14-冯刚、15-池忠国、17-崔民、18-陈中流、19-曹赟定、20-汪晋贤、21-惠家康、22-池文一、23-傅欢
2637,　　新华社苏黎世1月9日电(记者张淼)国际足联2016年度各项大奖9日在苏黎世揭晓，各奖项得主如下：
2638,　　世界足球先生：克·罗纳尔多
2639,　　世界足球小姐：劳埃德
2640,　　最佳男足教练：拉涅利
2641,　　最佳女足教练：奈德
2642,　　最佳阵容：
2643,　　守门员：诺伊尔(拜仁慕尼黑)
2644,　　后卫：马塞洛(皇家马德里)、皮克(巴塞罗那)、阿尔维斯(巴塞罗那)、拉莫斯(皇家马德里)
2645,　　中场：莫德里奇(皇家马德里)、伊涅斯塔(巴塞罗那)、克罗斯(皇家马德里)
2646,　　前锋：克·罗纳尔多(皇家马德里)、梅西(巴塞罗那)、苏亚雷斯(巴塞罗那)
2647,　　最佳进球奖(普斯卡什奖)：法伊兹－苏布里
2648,　　杰出职业生涯奖：法尔考
2649,　　公平竞赛奖：民族竞技足球队(哥伦比亚)
2650,　　球迷奖：多特蒙德及利物浦支持者(2015－2016赛季欧冠联赛四分之一决赛)
2651,　　新华社北京1月9日电 巴塞罗那俱乐部9日发表公告确认，梅西将不参加当日在瑞士举行的国际足联颁奖典礼。这也基本证实本届国际足联最佳男子球员奖将属于克·罗纳尔多(C罗)。
2652,　　据外电报道，伊涅斯塔、皮克和苏亚雷斯等其他巴萨球员也将缺席国际足联颁奖典礼。他们将留在西班牙备战周三举行的与毕尔巴鄂竞技队的国王杯比赛。巴萨俱乐部主席巴托梅将率领几名俱乐部高管飞往苏黎世，参加国际足联举行的颁奖活动。
2653,　　巴萨在通告中说：“鉴于优先备战周三对毕尔巴鄂竞技的比赛，巴塞罗那俱乐部决定那些应邀参加周一在苏黎世举行的国际足联颁奖典礼的球员将不去瑞士出席这个活动。”
2654,　　巴萨上周在国王杯比赛中客场以1:2不敌毕尔巴鄂竞技队。周三他们必须要在主场击败对手，才有可能晋级四分之一决赛。
2655,　　新华社快讯：克·罗纳尔多(C罗)摘得国际足联2016年世界足球先生称号。
2656,"　　参考消息网,1月10日报道,瑞媒称，阿克塞尔·维特塞尔正处于自己足球生涯的盛期。俄超圣彼得堡泽尼特队的这位27岁的比利时籍中场球员面临职业生涯的一次重要转会——转会到尤文图斯那样的欧洲顶级足球俱乐部。但他没有接受这家意大利创造冠军纪录的俱乐部的报价，而是和天津权健俱乐部签署了3年协议，年薪超过2000万瑞郎（约合人民币1.36亿——本网注）。那是一家没有历史和名头的中国俱乐部。这一转会在体育上毫不重要。因为中超联赛的水平远远低于日本和韩国等其他亚洲国家的联赛。"
2657,　　据瑞士《新苏黎世报》网站1月8日报道，维特塞尔不是例外。25岁的奥斯卡·多斯桑托斯·恩博亚巴·朱尼奥（简称奥斯卡）从英超切尔西俱乐部转会到上海上港足球俱乐部。卡洛斯·特维斯以超过8000万瑞郎（约合人民币5.46亿元——本网注）的年薪转会到这个足球无名之国，成为世界上收入最高的球员。据说本周皇家马德里俱乐部也收到中国以超过3000万瑞郎（约合人民币2.04亿元——本网注）引进克里斯蒂亚诺·罗纳尔多的报价。此外，英国、意大利和法国的一些俱乐部目前也落入中国手中。足球官员和球迷担心被中国人掌权。
2658,　　欧洲足球俱乐部对中国人来说主要是广告载体。但多年来，富裕的个人，尤其国有企业也给中国足球注入资金。这是政府有意识推动的。“谁投资足球——不论是在国内还是国外，谁就能得到中国政府的政治好感，”英国狂热东方足球网站创始人和中国足球的长期观察者卡梅伦·威尔逊说。
2659,　　这些投资是让足球在中国成为一种流行运动的战略的一部分。相关宏伟目标包括：举办足球世界杯，甚至赢得冠军。此外，被独生子女政策变弱了的社会合作行为应该通过团队运动得到加强。
2660,　　中国早就已经推动足球投资了。“中国有一个明确的榜样：英超联赛，”威尔逊说。这样的联赛能带来资金、影响力和威望，是中国宣传的又一个渠道。他说：“政府认为，一个现代化的国家应该有名声响亮的足球联赛。”
2661,　　目前中国离这样的目标远得不能再远。国内联赛和中国球员的水平很糟糕。威尔逊估计，可能只有5名中国人能够赶上欧洲顶级联赛中等球队球员的水平。中国还没有瑞士那样的业余联赛，更不用说系统的青训工作。
2662,"　　,威尔逊说，中国是一个观球大国，但不是足球大国。对这项运动的热情是存在的。看过上海德比大战的人都确信这一点。门票售罄，观众多达4.6万人，现场气氛热烈。中国每场比赛平均有2.4万名观众。大球星转会将把更多人吸引到赛场。"
2663,　　中国正以自己的方式为未来的顶级联赛培训球员。政府想让足球成为中小学必修课，它已经在一项50点计划中承诺建立数千座足球特色学校。
